,ID,review,polarity,division,translated_review
1233,289,go guy integrate tv ac light make things different home also ask anything nearby room also alexa answer play songs mom news dad start add new feature become funyes one thing interact become better,0.2841,positive,pergi pria mengintegrasikan lampu ac tv membuat hal-hal yang berbeda di rumah juga menanyakan apa saja kamar terdekat juga alexa menjawab memutar lagu berita ibu ayah mulai menambahkan fitur baru menjadi lucu satu hal berinteraksi menjadi lebih baik
1234,1540,go without think love,0.7,positive,pergi tanpa berpikir cinta
1235,3349,god,0.0,neutral,Tuhan
1236,853,good,0.91,positive,bagus
1237,1022,good,0.7,positive,bagus
1238,1041,good,0.7,positive,bagus
1239,1160,good,0.7,positive,bagus
1240,1162,good,0.91,positive,bagus
1241,1180,good,0.91,positive,bagus
1242,1234,good,0.7,positive,bagus
1243,1253,good,0.7,positive,bagus
1244,1255,good,0.7,positive,bagus
1245,1336,good,0.7,positive,bagus
1246,1348,good,0.7,positive,bagus
1247,1414,good,0.7,positive,bagus
1248,1444,good,0.7,positive,bagus
1249,1446,good,0.7,positive,bagus
1250,1475,good,0.7,positive,bagus
1251,1499,good,0.7,positive,bagus
1252,1560,good,0.7,positive,bagus
1253,1593,good,0.7,positive,bagus
1254,1616,good,0.7,positive,bagus
1255,1643,good,0.7,positive,bagus
1256,1682,good,0.7,positive,bagus
1257,1706,good,0.7,positive,bagus
1258,1762,good,0.91,positive,bagus
1259,1804,good,0.91,positive,bagus
1260,1830,good,0.7,positive,bagus
1261,1866,good,0.7,positive,bagus
1262,1893,good,0.91,positive,bagus
1263,1943,good,0.7,positive,bagus
1264,2064,good,0.7,positive,bagus
1265,2066,good,0.7,positive,bagus
1266,2074,good,0.7,positive,bagus
1267,2119,good,0.7,positive,bagus
1268,2120,good,0.91,positive,bagus
1269,2145,good,0.91,positive,bagus
1270,2165,good,0.7,positive,bagus
1271,2166,good,0.91,positive,bagus
1272,2212,good,0.7,positive,bagus
1273,2274,good,0.7,positive,bagus
1274,2278,good,0.7,positive,bagus
1275,2304,good,0.7,positive,bagus
1276,2321,good,0.91,positive,bagus
1277,2375,good,0.7,positive,bagus
1278,2402,good,0.7,positive,bagus
1279,2441,good,0.7,positive,bagus
1280,2473,good,0.7,positive,bagus
1281,2506,good,0.91,positive,bagus
1282,2527,good,0.7,positive,bagus
1283,2579,good,0.7,positive,bagus
1284,2592,good,0.7,positive,bagus
1285,2612,good,0.7,positive,bagus
1286,2647,good,0.91,positive,bagus
1287,2678,good,0.7,positive,bagus
1288,2685,good,0.7,positive,bagus
1289,2699,good,0.7,positive,bagus
1290,2709,good,0.7,positive,bagus
1291,2713,good,0.7,positive,bagus
1292,2717,good,0.7,positive,bagus
1293,2724,good,0.7,positive,bagus
1294,2730,good,0.7,positive,bagus
1295,2738,good,0.7,positive,bagus
1296,2757,good,0.7,positive,bagus
1297,2762,good,0.7,positive,bagus
1298,2764,good,0.7,positive,bagus
1299,2774,good,0.7,positive,bagus
1300,2793,good,0.7,positive,bagus
1301,2844,good,0.7,positive,bagus
1302,2856,good,0.91,positive,bagus
1303,2864,good,0.7,positive,bagus
1304,2907,good,0.7,positive,bagus
1305,2942,good,0.7,positive,bagus
1306,2961,good,0.7,positive,bagus
1307,3009,good,0.7,positive,bagus
1308,3010,good,0.7,positive,bagus
1309,3041,good,0.7,positive,bagus
1310,3071,good,0.7,positive,bagus
1311,3082,good,0.7,positive,bagus
1312,3121,good,0.7,positive,bagus
1313,3134,good,0.7,positive,bagus
1314,3143,good,0.7,positive,bagus
1315,3157,good,0.7,positive,bagus
1316,3159,good,0.7,positive,bagus
1317,3162,good,0.7,positive,bagus
1318,3168,good,0.7,positive,bagus
1319,3217,good,0.91,positive,bagus
1320,3247,good,0.7,positive,bagus
1321,3256,good,0.91,positive,bagus
1322,3260,good,0.91,positive,bagus
1323,3273,good,0.7,positive,bagus
1324,3285,good,0.7,positive,bagus
1325,3298,good,0.7,positive,bagus
1326,3302,good,0.7,positive,bagus
1327,3322,good,0.7,positive,bagus
1328,3347,good,0.7,positive,bagus
1329,3380,good,0.7,positive,bagus
1330,3382,good,0.7,positive,bagus
1331,3438,good,0.91,positive,bagus
1332,3452,good,0.7,positive,bagus
1333,3456,good,0.7,positive,bagus
1334,3457,good,0.7,positive,bagus
1335,3459,good,0.7,positive,bagus
1336,3460,good,0.91,positive,bagus
1337,3475,good,0.7,positive,bagus
1338,3512,good,0.7,positive,bagus
1339,3530,good,0.7,positive,bagus
1340,3532,good,0.7,positive,bagus
1341,3536,good,0.7,positive,bagus
1342,3538,good,0.91,positive,bagus
1343,3548,good,0.7,positive,bagus
1344,3555,good,0.7,positive,bagus
1345,3563,good,0.7,positive,bagus
1346,3569,good,0.7,positive,bagus
1347,3594,good,0.7,positive,bagus
1348,3595,good,0.7,positive,bagus
1349,3640,good,0.7,positive,bagus
1350,3655,good,0.7,positive,bagus
1351,3668,good,0.7,positive,bagus
1352,3691,good,0.7,positive,bagus
1353,3723,good,0.7,positive,bagus
1354,3737,good,0.7,positive,bagus
1355,3749,good,0.7,positive,bagus
1356,3760,good,0.7,positive,bagus
1357,3781,good,0.7,positive,bagus
1358,3791,good,0.7,positive,bagus
1359,3805,good,0.7,positive,bagus
1360,3818,good,0.7,positive,bagus
1361,3825,good,0.7,positive,bagus
1362,3834,good,0.7,positive,bagus
1363,3836,good,0.91,positive,bagus
1364,3845,good,0.7,positive,bagus
1365,3852,good,0.91,positive,bagus
1366,3885,good,0.7,positive,bagus
1367,3902,good,0.7,positive,bagus
1368,3912,good,0.91,positive,bagus
1369,3935,good,0.7,positive,bagus
1370,3957,good,0.7,positive,bagus
1371,3964,good,0.7,positive,bagus
1372,3967,good,0.7,positive,bagus
1373,3973,good,0.7,positive,bagus
1374,3981,good,0.7,positive,bagus
1375,4004,good,0.7,positive,bagus
1376,4035,good,0.7,positive,bagus
1377,4039,good,0.7,positive,bagus
1378,4045,good,0.7,positive,bagus
1379,4056,good,0.7,positive,bagus
1380,4059,good,0.7,positive,bagus
1381,4065,good,0.7,positive,bagus
1382,4086,good,0.7,positive,bagus
1383,4102,good,0.7,positive,bagus
1384,4113,good,0.7,positive,bagus
1385,4129,good,0.7,positive,bagus
1386,4145,good,0.7,positive,bagus
1387,4025,good ai,0.7,positive,bagus
1388,670,good ai speakerliked device muchhindi need improvement deviceas device get older voicesound decrease gradually,0.3556,positive,"perangkat yang menyukai speaker ai yang bagus sangat membutuhkan perangkat perbaikan karena perangkat mendapatkan suara yang lebih tua, suara berkurang secara bertahap"
1389,1067,good alexa device satisfy amazon thank amazon,0.705,positive,perangkat alexa yang bagus memuaskan amazon terima kasih amazon
1390,2998,good aspects,0.91,positive,aspek yang baik
1391,2308,good aspects mention,0.7,positive,aspek yang baik disebutkan
1392,2023,good best alexa device,0.955,positive,perangkat alexa terbaik yang bagus
1393,2715,good best smart speaker good price,0.6536,positive,speaker pintar terbaik harga bagus
1394,2667,good bluetooth connectivity,0.7,positive,konektivitas bluetooth yang bagus
1395,3906,good bluetooth connectivity issue time,0.7,positive,waktu masalah konektivitas bluetooth yang bagus
1396,2217,good bluetooth connectivity sound quality need improvement still worth buy alexa integration good,0.5775,positive,kualitas suara konektivitas bluetooth yang baik perlu ditingkatkan masih layak dibeli integrasi alexa bagus
1397,3629,good budget smart speaker quality sound good room party not worthy huge room,0.3746,positive,anggaran bagus kualitas speaker pintar suara pesta kamar bagus tidak layak kamar besar
1398,3020,good build quality value money,0.7,positive,"kualitas bangunan bagus, nilai uang"
1399,2889,good but always need wifi not sooo much use full children,0.4167,positive,bagus tapi selalu butuh wifi tidak terlalu banyak menggunakan anak-anak penuh
1400,820,good but app hang new one plus suppose alexa enable phonewhich annoyingill soon switch google devices if isnt rectify,0.3455,positive,bagus tapi aplikasi hang yang baru plus misalkan alexa mengaktifkan telepon yang mengganggu akan segera mengganti perangkat google jika tidak diperbaiki
1401,248,good but cant play another song youtube even cant read lesson say one answer dont know close dont read wikipedia one sentence give information like google please request add function alexa make update alexa app mobile update alexa hope see work,0.35,positive,bagus tapi tidak bisa memutar lagu lain youtube bahkan tidak bisa membaca pelajaran katakan satu jawaban tidak tahu tutup jangan baca wikipedia satu kalimat berikan informasi seperti google tolong minta fungsi tambah alexa buat pembaruan aplikasi alexa pembaruan seluler alexa harap lihat berfungsi
1402,472,good but device something like phone if steal get know location device use add facility,0.7,positive,"bagus tetapi perangkat seperti telepon jika mencuri, ketahui perangkat lokasi, gunakan fasilitas tambahan"
1403,2559,good but disappoint see make china,-0.025,negative,bagus tapi mengecewakan lihat make china
1404,2752,good but expections high accord compact speaker,0.43,positive,bagus tapi ekspektasi speaker kompak high accord
1405,282,good but improve,0.91,positive,bagus tapi tingkatkan
1406,2424,good but improve hindi language,0.7,positive,bagus tapi tingkatkan bahasa hindi
1407,2342,good but improve lot,0.7,positive,bagus tapi banyak ditingkatkan
1408,3443,good but lag lot days dont know reason,0.7,positive,bagus tapi lag banyak hari tidak tahu alasannya
1409,2591,good but make easier installation,0.7,positive,bagus tapi buat pemasangan lebih mudah
1410,3562,good but manu new service develop,0.3121,positive,bagus tapi manu layanan baru berkembang
1411,3415,good but need add local languages,0.35,positive,bagus tapi perlu menambahkan bahasa lokal
1412,537,good but need apps every thing like media movies need external cable work wifi ai still develop way get adjust accord userat first product little disappoint but okay still feature develop ease usage like command work long distance bluetooth products,0.0736,positive,bagus tapi butuh aplikasi semua hal seperti film media membutuhkan kabel eksternal bekerja wifi ai masih mengembangkan cara menyesuaikan sesuai penggunaat produk pertama sedikit mengecewakan tapi oke masih fitur kembangkan kemudahan penggunaan seperti perintah bekerja produk bluetooth jarak jauh
1413,1707,good but need assist already use echo,0.7,positive,bagus tapi butuh bantuan sudah menggunakan echo
