,Sentiment,Text,translated_text
492,positive,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .","HELSINKI AFX - KCI Konecranes mengatakan telah meningkatkan kepemilikannya di MMH Holdings Inc, pemilik Morris Materials Handling yang berbasis di AS, menjadi 90,9% dari 74,5%."
493,neutral,"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .","Pada tahun 2008, perusahaan ini menghasilkan penjualan bersih sebesar EUR 9,3 juta USD 13,1 juta."
494,neutral,"In August , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , Lithuania .","Pada bulan Agustus, Latvijas Finieris memerintahkan semua lini produksi untuk pabrik veneer hijau baru yang akan dibangun di Ukmerge, Lithuania."
495,positive,It delivers a different user experience and enables us to widen the market we can address . '',Ini memberikan pengalaman pengguna yang berbeda dan memungkinkan kami untuk memperluas pasar yang dapat kami tangani. ''
496,neutral,Jacobs has been supporting Storengy 's investment of developing storage sites since 2006 as owner 's engineer .,Jacobs telah mendukung investasi Storengy dalam mengembangkan situs penyimpanan sejak 2006 sebagai insinyur pemilik.
497,positive,"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .","ADPnews - 30 Jun 2009 - Pembuat baja tahan karat Finlandia Outokumpu Oyj HEL: OUT1V kemarin mengatakan pihaknya menandatangani fasilitas kredit revolving tiga tahun EUR 900 juta USD 1,3 miliar."
498,positive,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,Sebagian besar peningkatan penjualan bersih disebabkan oleh akuisisi Silva Swedia yang memproduksi peralatan berkebun dan perahu.
499,neutral,"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .","Mr Ashley , wakil ketua eksekutif Sports Direct , menjual 43 persen saham di perusahaan tersebut dengan harga lebih dari 900 juta pound pada saat pelelangan ."
500,negative,One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and halt production .,Salah satu tantangan dalam produksi minyak di Laut Utara adalah pembentukan kerak yang dapat menyumbat jaringan pipa dan menghentikan produksi.
501,neutral,Rental of building equipment accounted for 88 percent of the operating income .,Sewa peralatan gedung menyumbang 88 persen dari pendapatan operasional.
502,neutral,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .","Pengiriman Ruukki meliputi struktur baja, termasuk instalasi, untuk jembatan bascule Krakeroy dan tiang baja untuk pondasi jembatan."
503,neutral,Sanoma will continue to focus on investing in digital media and on strengthening its market positions .,Sanoma akan terus fokus pada investasi di media digital dan memperkuat posisi pasarnya.
504,neutral,Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,Stockmann didirikan pada tahun 1862 di Finlandia dan menjadi perusahaan asing pertama yang memasuki pasar perdagangan ritel Rusia pada tahun 1989 .
505,positive,SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .,"SysOpen Digia telah menandatangani perjanjian dengan pemegang saham utama Sentera yang memegang total 77,39% dari modal saham dan suara Sentera."
506,neutral,"The acquisition is part of Suomen Helasto 's strategy to expand the LukkoExpert Security chain , Suomen Helasto CEO Kimmo Uusimaki said .","Akuisisi ini merupakan bagian dari strategi Suomen Helasto untuk memperluas rantai LukkoExpert Security, kata CEO Suomen Helasto Kimmo Uusimaki."
507,neutral,"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .","Indeks WIG berbasis luas mengakhiri sesi Kamis naik 0,1 persen pada 65.003.34 poin, sedangkan blue-chip WIG20 turun 1,13 pada 3.687,15 poin."
508,neutral,The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees .,Bisnis yang akan didivestasikan menghasilkan penjualan bersih konsolidasi sebesar EUR 60 juta per tahun dan saat ini memiliki sekitar 640 karyawan.
509,neutral,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .","Perusahaan ini menghasilkan penjualan bersih sekitar 600 juta euro $775,5 juta per tahun dan mempekerjakan 6.000 orang."
510,positive,The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,Perusahaan berencana untuk memperluas ke pasar internasional melalui anak perusahaan dan distributor mulai 2011 dan seterusnya.
511,neutral,The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .,Perusahaan berencana membelanjakan dana hasil rights issue untuk memperkuat neraca.
512,neutral,"The contract covers the manufacturing , surface-treatment and installation of the steel structures .","Kontrak mencakup pembuatan, perawatan permukaan dan pemasangan struktur baja."
513,neutral,"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today .","Peningkatan yang sesuai dalam modal saham , EUR422.754 , telah dimasukkan dalam Daftar Dagang hari ini ."
514,neutral,"The corresponding increase in the share capital , in total EUR 300,00 was registered in the Finnish Trade Register on May 8 , 2008 .","Peningkatan yang sesuai dalam modal saham , total EUR 300,00 terdaftar di Daftar Dagang Finlandia pada tanggal 8 Mei 2008 ."
515,neutral,"The corresponding increase in the share capital due to these subscriptions with the warrants , in total EUR 1,860.74 , was registered with the Finnish Trade Register on January 4 , 2008 .","Peningkatan yang sesuai dalam modal saham karena pemesanan waran ini , dengan total EUR 1.860,74 , telah didaftarkan ke Daftar Dagang Finlandia pada tanggal 4 Januari 2008 ."
516,neutral,"The corresponding share capital increase , EUR 1,012,945.50 was entered in the Trade Register today .","Peningkatan modal saham yang sesuai , EUR 1.012.945.50 dimasukkan dalam Daftar Perdagangan hari ini ."
517,positive,"The decision to sell a share in Lenenergo was reached in line with Fortum 's strategic plans to invest mainly in generating assets in Russia , while Lenenergo is a grid company , the press release said .","Keputusan untuk menjual saham di Lenenergo dicapai sejalan dengan rencana strategis Fortum untuk berinvestasi terutama dalam menghasilkan aset di Rusia, sementara Lenenergo adalah perusahaan jaringan, kata siaran pers."
518,positive,"The equipment will expand container handling capacity at Namibia 's main port of Walvis Bay , on the west coast .","Peralatan tersebut akan memperluas kapasitas penanganan peti kemas di pelabuhan utama Namibia di Teluk Walvis, di pantai barat."
519,positive,The expansion includes the doubling of the floor space and the addition of more lifting capacity and production equipment .,Perluasan tersebut mencakup penggandaan luas lantai dan penambahan kapasitas angkat dan peralatan produksi yang lebih banyak.
520,positive,The Group aims to increase its net sales and comparable operating profit in 2006 .,Grup bertujuan untuk meningkatkan penjualan bersih dan laba operasi yang sebanding di tahun 2006 .
521,neutral,The order also includes start-up and commissioning services .,Pesanan juga mencakup layanan start-up dan commissioning.
522,neutral,"The order consists of capacity expansion , maintenance services and new charging functionality , the company said .","Pesanan tersebut terdiri dari perluasan kapasitas, layanan pemeliharaan dan fungsionalitas pengisian baru, kata perusahaan itu."
523,neutral,The phones are targeted at first time users in growth markets .,Ponsel ini ditargetkan pada pengguna pertama kali di pasar yang sedang berkembang.
524,neutral,"The repayment of EUR 105 million debenture bonds is related to the Company 's previous announcement on October 21 , 2009 to collect irrevocable selling commitments from the holders of its subordinated debenture bonds .",Pelunasan obligasi debenture sebesar EUR 105 juta ini terkait dengan pengumuman Perusahaan sebelumnya pada tanggal 21 Oktober 2009 untuk menagih komitmen penjualan yang tidak dapat dibatalkan dari pemegang obligasi subordinasinya.
525,neutral,The revenues of the business reached NOK 12 million for 2008 .,Pendapatan dari bisnis ini mencapai NOK 12 juta untuk tahun 2008 .
526,positive,"The subscriptions increase Cargotec 's share capital by 36,780 euros .",Langganan meningkatkan modal saham Cargotec sebesar 36.780 euro.
527,positive,"The subscriptions increase Cargotec 's share capital by EUR 27,060 .",Langganan meningkatkan modal saham Cargotec sebesar EUR 27.060.
528,positive,"The total area of the Gorelovo plant is about 22,000 sq m. Atria invested about EURO 70mn in the plant , which should double Atria Russia 's production capacity in the St Petersburg area .","Luas total pabrik Gorelovo adalah sekitar 22.000 m persegi. Atria menginvestasikan sekitar EURO 70mn di pabrik, yang akan menggandakan kapasitas produksi Atria Rusia di wilayah St Petersburg."
529,neutral,Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,"Tielinja menghasilkan penjualan bersih sebesar 7,5 juta euro $ 9,6 juta pada tahun 2005 ."
530,neutral,"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .","Tikkurila Powder Coatings memiliki sekitar 50 karyawan di empat pabrik catnya , yang menghasilkan pendapatan sebesar EUR2 ,4 m USD3 ,3 m pada tahun 2010 ."
531,neutral,U.S. District Judge Douglas P. Woodlock yesterday extended a Jan. 17 temporary restraining order until March 7 .,Hakim Distrik AS Douglas P. Woodlock kemarin memperpanjang perintah penahanan sementara 17 Januari hingga 7 Maret.
532,neutral,"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn .","Sarantel Inggris untuk melakukan outsourcing sebagian prosesnya ke pabrik Elcoteq di Estonia LONDON, 13 Okt, BNS - Pembuat antena miniatur Inggris Sarantel telah menandatangani perjanjian untuk mengalihdayakan proses pengujian perakitan dan rantai pasokannya ke pabrik Elcoteq di ibu kota Estonia Tallinn."
533,neutral,"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 .","Berdasarkan perjanjian sewa , Stockmann berkomitmen untuk berinvestasi dalam pembangunan jembatan di atas Jalan Gogol atau membangun terowongan bawah tanah untuk menyeberang jalan pada tahun 2004 ."
534,neutral,We have made long-term investments in developing the system 's implementation model .,Kami telah melakukan investasi jangka panjang dalam mengembangkan model implementasi sistem.
535,positive,"With the launch of new 3G handsets , Nokia aims to become the winner in China 's 3G market as it did in the 2G market .","Dengan peluncuran handset 3G baru, Nokia bertujuan untuk menjadi pemenang di pasar 3G China seperti yang terjadi di pasar 2G."
536,neutral,"With this subscription , Fortum 's ownership in TGK-10 has increased to slightly over 76 % of shares and voting rights .","Dengan berlangganan ini, kepemilikan Fortum di TGK-10 telah meningkat sedikit di atas 76% saham dan hak suara."
537,neutral,VNH generates annual net sales of about 5 mln eur and employs 21 people .,VNH menghasilkan penjualan bersih tahunan sekitar 5 juta euro dan mempekerjakan 21 orang.
538,positive,"Earnings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 .","Laba per saham (EPS) untuk kuartal pertama 2007 sebesar EUR0,07, naik dari EUR0,04."
539,negative,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",6 Januari -- Ford sedang berjuang menghadapi penjualan truk dan SUV yang melambat dan kebanjiran mobil-mobil yang harus dimiliki.
540,neutral,"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August .","Operasi bisnis Rautakesko di Norwegia dan Rusia, diakuisisi pada Juli 2005, termasuk dalam angka periode yang sebanding, yang berdampak pada pertumbuhan penjualan mulai Agustus."
541,positive,"Operating profit was EUR 11.07 mn , up from EUR 8.65 mn .","Laba operasional adalah EUR 11,07 juta, naik dari EUR 8,65 juta."
542,negative,Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,"Peer Peugeot turun 0,81 persen karena penjualannya hanya naik 6,3 persen dari periode yang sama tahun lalu."
